,Tweet,Create_Date,Geo,id
1814,I could be wrong though. 😃,2022-02-22 04:55:53+00:00,,1.50E+18
1815,"Alium Finance Will Give Away 380,000 ALM Tokens in Honor of Listing on the MEXC Exchange https://t.co/KQGoy9keHn",2022-02-22 06:03:03+00:00,,1.50E+18
1816,“Another seven million pounds to be returned to rightful owners.” #crypto #cryptocurrency #bitcoin $BTC https://t.co/E8CMME6H6d,2022-02-22 06:32:14+00:00,,1.50E+18
1817,Biden to block investment and trade in areas of Ukraine recognized as independent by Putin https://t.co/Vc5cZdXizS https://t.co/wOzDi3c3pz,2022-02-22 06:56:04+00:00,,1.50E+18
1818,"Pompeo, facing Chinese sanctions, to travel to Taiwan https://t.co/Hlht0trpks https://t.co/HZ01IBQYfu",2022-02-22 07:06:03+00:00,,1.50E+18
1819,Biden speaks with Ukraine's president after Putin recognizes separatist regions https://t.co/JiKB3vN1q4 https://t.co/pZWwMdlMvW,2022-02-22 07:16:08+00:00,,1.50E+18
1820,"RT @cryptocom_rni: The Weekly DeFi Update:

⛓️@chainlink v2 will reduce transaction fees by 60%
🍦@SundaeSwap crosses 100M ADA traded
#CRO $…",2022-02-22 07:22:58+00:00,,1.50E+18
1821,"The GOP tweeted a collage of images of past Republican presidents such as Abraham Lincoln, Richard Nixon and Donald Trump, but also included a masked photo of Biden with the words ""NOT YOU"" in red capital letters. https://t.co/2Atvr1vdXu",2022-02-22 07:26:03+00:00,,1.50E+18
1822,Dominican Republic starts building border wall with Haiti https://t.co/HLmQGOfx65 https://t.co/y8rQtG3vXx,2022-02-22 07:36:02+00:00,,1.50E+18
1823,Gov. Kristi Noem doesn't know why LGBTQ+ in South Dakota have high rates of depression https://t.co/gKDemby5BD https://t.co/iINmWRvqaB,2022-02-22 07:46:07+00:00,,1.50E+18
1824,Putin recognizes independence of Ukraine breakaway regions https://t.co/K6tjoVpDF1 https://t.co/8AIupOMweH,2022-02-22 07:56:03+00:00,,1.50E+18
1825,"Deposits and withdrawals of $RADAR via Cronos have just been enabled on the https://t.co/vCNztATkNg App. 

Deposit now 👉 https://t.co/TAz25EjL51

@DappRadar
@cronos_chain https://t.co/dUitPaTrMx",2022-02-22 08:00:00+00:00,,1.50E+18
1826,5 found dead in Colorado apartment https://t.co/OCSX3qu4U0 https://t.co/cBgHMBLlQI,2022-02-22 08:06:01+00:00,,1.50E+18
1827,Zelensky rules out ceding territory to Russia in late-night address to Ukraine https://t.co/TkEmRTAMfY https://t.co/yemnLsh7QL,2022-02-22 08:16:06+00:00,,1.50E+18
1828,"GOP critics of Trump to gather in DC to offer CPAC ""counterprogramming"" https://t.co/vdgBu8a3Wv https://t.co/fGp3v21pNr",2022-02-22 08:26:02+00:00,,1.50E+18
1829,"Upon inspection, authorities discovered the consignment was not comprised of shoe materials as stated in the ""export"" document. #CryptoMining #Miners https://t.co/GLtWjhQHFL",2022-02-22 08:32:22+00:00,,1.50E+18
1830,"Sullivan: Russia planning ""extremely violent"" operation to ""crush"" Ukraine https://t.co/sfH4zd2G04 https://t.co/c8LjZnNoww",2022-02-22 08:36:07+00:00,,1.50E+18
1831,"UN ambassador to US slams Putin's peacekeeping forces as ""nonsense"" https://t.co/J4J2FlGEMe https://t.co/SzNT3lrqQT",2022-02-22 08:46:03+00:00,,1.50E+18
1832,"Amendment to ""Don't Say Gay"" bill in Florida requires schools to out students to their parents within six weeks https://t.co/MrxCRefJI1 https://t.co/JpuVL1VqC3",2022-02-22 08:56:06+00:00,,1.50E+18
1833,"Fox's Neil Cavuto returns to air, says he was in ICU with COVID-19 https://t.co/81ETk8Fpja https://t.co/Y3L0ZpkiNP",2022-02-22 09:06:06+00:00,,1.50E+18
1834,"""Plain old racist"": Other kid from NJ mall fight condemns treatment of Black teen https://t.co/NBFiWTnBne https://t.co/UJYGCFuhkN",2022-02-22 09:16:03+00:00,,1.50E+18
1835,Tulsi Gabbard to speak at CPAC https://t.co/bk63dQ8Ukb https://t.co/5psjBiPPNr,2022-02-22 09:26:05+00:00,,1.50E+18
1836,"""The Supreme Court can and should deny Trump's executive privilege"" (@TheHillOpinion) https://t.co/Zk3fAS3f5B https://t.co/eV1egaiBr5",2022-02-22 09:36:03+00:00,,1.50E+18
1837,"CPAC announces 2022 agenda, speakers https://t.co/QPyq9eZ7ki https://t.co/RC2z858Sxa",2022-02-22 09:46:06+00:00,,1.50E+18
1838,Biden to block investment and trade in areas of Ukraine recognized as independent by Putin https://t.co/d50GcZqm2w https://t.co/uoh4uYc9vx,2022-02-22 09:56:03+00:00,,1.50E+18
1839,"RT @Cryptocom_Insto: https://t.co/A7lhUEyVZW Exchange now supports deposits and withdrawals of $RADAR via Cronos. 

*Available for both Exc…",2022-02-22 09:59:00+00:00,,1.50E+18
1840,"Pompeo, facing Chinese sanctions, to travel to Taiwan https://t.co/bPTTSoJcfB https://t.co/8hKfCLe726",2022-02-22 10:06:03+00:00,,1.50E+18
1841,Biden speaks with Ukraine's president after Putin recognizes separatist regions https://t.co/TOJxBeD529 https://t.co/DKueo7VUFO,2022-02-22 10:11:03+00:00,,1.50E+18
1842,"The GOP tweeted a collage of images of past Republican presidents such as Abraham Lincoln, Richard Nixon and Donald Trump, but also included a masked photo of Biden with the words ""NOT YOU"" in red capital letters. https://t.co/X8pbfVwwZH",2022-02-22 10:16:05+00:00,,1.50E+18
1843,"Gold mining blast in Burkina Faso kills 59, injures more than 100 https://t.co/3rMp4GsiVT https://t.co/Dy0aqMhNYV",2022-02-22 10:21:05+00:00,,1.50E+18
1844,"RT @jameslavish: If you’re selling #Bitcoin here because of fears of war and civil unrest, you have absolutely no idea what you own and why…",2022-02-22 10:21:55+00:00,,1.50E+18
1845,Dominican Republic starts building border wall with Haiti https://t.co/YdKxrwqvni https://t.co/WwZ71DgVw9,2022-02-22 10:26:04+00:00,,1.50E+18
1846,"The report also names, Attestant, a cryptocurrency transactions verification service, as one of the law firm’s clients that pays for services using cryptocurrency. #cryptocurrency #verification https://t.co/wUMuv5RYeR",2022-02-22 10:33:09+00:00,,1.50E+18
1847,"The worsening Covid outbreak in Hong Kong is likely to claim more than 3,000 lives by the middle of May, according to a forecast by a team of medical professors and health data experts https://t.co/vlaU9D30gB",2022-02-22 10:34:59+00:00,,1.50E+18
1848,"Ignoring the inflation build-up will not give India higher growth. It will just hurt smaller companies, says @andymukherjee70 https://t.co/XPOGPWrRNg via @bopinion",2022-02-22 10:36:02+00:00,,1.50E+18
1849,Gov. Kristi Noem doesn't know why LGBTQ+ in South Dakota have high rates of depression https://t.co/q70tk2dW7H https://t.co/pTg457GJFp,2022-02-22 10:36:03+00:00,,1.50E+18
1850,Russia’s Rosneft aims to develop new natural gas reserves regardless of whether the Kremlin allows the company to export the fuel through pipelines https://t.co/Li4LErBvcf,2022-02-22 10:38:05+00:00,,1.50E+18
1851,Putin recognizes independence of Ukraine breakaway regions https://t.co/pDKA48GmEP https://t.co/Y1s8dezeTQ,2022-02-22 10:41:04+00:00,,1.50E+18
1852,"China fines another live-streaming personality for tax evasion, expanding a probe that’s ensnared some of the country’s most popular influencers and disrupted e-commerce at Alibaba Group https://t.co/bjyMKMj17v",2022-02-22 10:44:04+00:00,,1.50E+18
1853,Former Trump chief of staff endorses Nancy Mace https://t.co/M7ikQNfheq https://t.co/03Wk34cVJI,2022-02-22 10:46:02+00:00,,1.50E+18
1854,U.S. oil service provider Baker Hughes says an audit found no irregularities after a former executive rented his luxury home to Mexican president's eldest son https://t.co/W5WXT4Ukf2,2022-02-22 10:50:05+00:00,,1.50E+18
1855,"The U.K. records its first fiscal surplus since the start of the pandemic, setting Chancellor of the Exchequer Rishi Sunak on course for an almost 18 billion-pound ($24 billion) budget windfall https://t.co/CbQ2MaBiBa",2022-02-22 10:51:06+00:00,,1.50E+18
1856,Bird flu detected in Long Island flock https://t.co/lhvNOqSgnx https://t.co/olJOyAhsnh,2022-02-22 10:51:07+00:00,,1.50E+18
1857,At least 6 stabbed in New York subway system this weekend https://t.co/iMQOPE6MVy https://t.co/BfYEsQOmxL,2022-02-22 10:56:06+00:00,,1.50E+18
1858,"RT @BloombergUK: JUST IN: The Queen has cancelled planned engagements today because she still has mild Covid symptoms, Buckingham Palace sa…",2022-02-22 10:56:19+00:00,,1.50E+18
1859,"#ADA Biggest 24h Loser as Markets Nosedive, #BUSD #Stablecoin Enters Top Ten — Is This the Start of a Prolonged #BearMarket? https://t.co/rSsCvxIaL1",2022-02-22 10:59:43+00:00,,1.50E+18
1860,"Latest updates on Ukraine:

➡️ U.K. government set to announce ""barrage"" of sanctions against Russia 

➡️ EU officials meeting to discuss their response

➡️ Market jitters continue

More: https://t.co/walV7SVTpO https://t.co/53xHv5Xm9p",2022-02-22 11:04:06+00:00,,1.50E+18
1861,Hundreds of Family Dollar stores closed after rodent infestation at warehouse https://t.co/wmTbJZRaP1 https://t.co/QKavpYdzLq,2022-02-22 11:05:04+00:00,,1.50E+18
1862,"Don't forget to follow Bitcoin․com News on @tiktok_us!

https://t.co/RZHbImBKZ0",2022-02-22 11:08:24+00:00,,1.50E+18
1863,Arizona state House panel passes bill proposing to make recordings of police illegal https://t.co/QMjNE20tnA https://t.co/xuJ4htEJJp,2022-02-22 11:09:02+00:00,,1.50E+18
1864,Wood Group slumps the most in almost two years in London trading after saying it will take a $100 million charge on a project in Poland https://t.co/9RxJWta9Fe,2022-02-22 11:11:46+00:00,,1.50E+18
1865,Ukrainian corporate debt yields jump as Vladimir Putin recognizes two self-proclaimed separatist republics in eastern Ukraine https://t.co/9zaq8SfXrd,2022-02-22 11:12:04+00:00,,1.50E+18
1866,Zelensky rules out ceding territory to Russia in late-night address to Ukraine https://t.co/uaLPw8L2Vj https://t.co/i65trRCgdW,2022-02-22 11:13:01+00:00,,1.50E+18
1867,"These charts reveal the biggest market reactions to the growing Ukraine crisis ⬇️ 

https://t.co/3BZYcO8wkx",2022-02-22 11:14:15+00:00,,1.50E+18
1868,"NEW 💥 Russian lawmaker: #Bitcoin legalization bill will be ""an example for other countries"" 🙌 https://t.co/ZQksV0WofE",2022-02-22 11:15:52+00:00,,1.50E+18
1869,Hundreds of Family Dollar stores closed after rodent infestation at warehouse https://t.co/Oamw7uymXt https://t.co/ZfgTEUaLWp,2022-02-22 11:17:06+00:00,,1.50E+18
1870,"Morning Report: Russia aggression triggers US, EU sanctions https://t.co/Tv00Qnjf5I https://t.co/YDDFIPNsjL",2022-02-22 11:20:45+00:00,,1.50E+18
1871,"Russian stocks extended their declines after Vladimir Putin ordered forces to the breakaway regions

The benchmark MOEX index is down more than 30% from its October peak https://t.co/x76BA91WL0 https://t.co/AZe7YND4AD",2022-02-22 11:20:57+00:00,,1.50E+18
1872,Biden speaks with Ukraine's president after Putin recognizes separatist regions https://t.co/BOaOQwkLmw https://t.co/7LwqDFBvoq,2022-02-22 11:21:03+00:00,,1.50E+18
1873,"JUST IN: German Chancellor Olaf Scholz says certification of the Nord Stream 2 pipeline will be halted due to escalating crisis in Ukraine 

Latest: https://t.co/VXx6g4xQU0 https://t.co/Z2IycWdkwT",2022-02-22 11:23:03+00:00,,1.50E+18
1874,"From Alibaba to Tencent, China’s largest companies are once again in the middle of a market storm

It's all spurred by speculation that Beijing is readying another assault on the world’s biggest internet arena https://t.co/uN8JnMh62r",2022-02-22 11:23:06+00:00,,1.50E+18
1875,"The ruble had dropped to the lowest since late 2020 before a recovery in trading on Tuesday

It’s still one of the worst-performing currencies of 2022 https://t.co/x76BA91WL0 https://t.co/RDFR9odqzK",2022-02-22 11:25:29+00:00,,1.50E+18
1876,"Spot gold prices have soared this month as investors sought safer investments

Bullion is just shy of hitting the highest level since June 2021 

See the other charts that reveal how markets are reacting to the Ukraine crisis: https://t.co/x76BA91WL0 https://t.co/MCnXhyQrao",2022-02-22 11:27:25+00:00,,1.50E+18
1877,Africa’s biggest fund manager may be forced by the court to pay bonuses to executives that were withheld amid a governance scandal https://t.co/sKqM9dufDC,2022-02-22 11:28:00+00:00,,1.50E+18
1878,New: Biden administration announces mineral supply chain push https://t.co/0JJUvF7f9O https://t.co/XxAogm5uqY,2022-02-22 11:29:03+00:00,,1.50E+18
1879,Hargreaves Lansdown tumbles the most on record after the investment platform provider said demand for retail trading fell as pandemic conditions eased https://t.co/PR5BjZATtH https://t.co/V2Zc7x2Pa1,2022-02-22 11:31:06+00:00,,1.50E+18
1880,"""We are now at the early stage of a bear market,” said the co-founder, expecting the next bull run to be in 2024. #crypto #cryptocurrency #bitcoin $BTC https://t.co/tnsr1l7IET",2022-02-22 11:32:47+00:00,,1.50E+18
1881,"Pompeo, facing Chinese sanctions, to travel to Taiwan https://t.co/lg6N5vDEoc https://t.co/jdgjQaFJhY",2022-02-22 11:33:02+00:00,,1.50E+18
1882,NEW: Court's move hamstrings climate actions across the board https://t.co/fS7WQBfS4F https://t.co/yvT6VC2y7m,2022-02-22 11:37:05+00:00,,1.50E+18
1883,Putin is seeking to divide the West with hints that worse may follow if he doesn’t get his way on Ukraine https://t.co/cL9OJS5p1P,2022-02-22 11:39:19+00:00,,1.50E+18
1884,U.S.-listed Chinese stocks decline in premarket trading as concerns resurfaced over Beijing’s regulation of the technology sector https://t.co/l8rkfJHFQR https://t.co/QaFfbKinyi,2022-02-22 11:40:14+00:00,,1.50E+18
1885,It's rate decision day in Hungary — here's what to expect https://t.co/bncC4ut984,2022-02-22 11:40:42+00:00,,1.50E+18
1886,"Sullivan: Russia planning ""extremely violent"" operation to ""crush"" Ukraine https://t.co/YeWL4w9GVS https://t.co/cbFON6PQ86",2022-02-22 11:41:04+00:00,,1.50E+18
1887,Airbus is set to announce a partnership with engine-maker CFM International to work on hydrogen propulsion https://t.co/EXT1LY8NeO,2022-02-22 11:42:06+00:00,,1.50E+18
1888,There’s a battle in the currency market for a haven of choice to shelter from tensions between Russia and the West over Ukraine https://t.co/cbAsoWKTHX,2022-02-22 11:42:07+00:00,,1.50E+18
1889,"New York is the latest state trying to woo cryptocurrency companies in the battle to become the U.S.’s ""crypto capital” https://t.co/yTSdBA4ysN",2022-02-22 11:45:04+00:00,,1.50E+18
1890,The Memo: Biden braces for impact as Russia moves to the brink https://t.co/1Ea2JdioXy https://t.co/eN0ZtJxLaQ,2022-02-22 11:45:04+00:00,,1.50E+18
1891,"Pakistan’s Prime Minister Imran Khan will travel to Moscow, the first bilateral meeting between the two nations in over two decades, even as a standoff between Russia and the West over Ukraine escalates https://t.co/Pz83ZUz0Lx",2022-02-22 11:46:05+00:00,,1.50E+18
1892,EQT is betting on the rise of green motoring in the U.K. with a deal to buy an operator of electric-vehicle chargers in the country https://t.co/HzUJv6ZqsW,2022-02-22 11:46:05+00:00,,1.50E+18
1893,"JUST IN 💥 US Senator: Texas is ""leading the way"" on #Bitcoin mining 👏 https://t.co/EQMfn7Z5dA",2022-02-22 11:48:30+00:00,,1.50E+18
1894,"GOP critics of Trump to gather in DC to offer CPAC ""counterprogramming"" https://t.co/dGmcOUAI16 https://t.co/cVz7v7A73P",2022-02-22 11:49:03+00:00,,1.50E+18
1895,"@wbikker Our 21-day course will teach you the basics of #bitcoin.

Complete the course &amp; quiz for a chance to win ⚡️1,000,000 sats!

👉 https://t.co/rQ2j5mQj3E https://t.co/WGjLkRLOOk",2022-02-22 11:49:55+00:00,,1.50E+18
1896,Zelensky rules out ceding territory to Russia in late-night address to Ukraine https://t.co/tgfZdTJJG2 https://t.co/80ztUWyChm,2022-02-22 11:53:02+00:00,,1.50E+18
1897,"Here's a dash of inflation optimism: Consumers could see years of price stability if costs fall for companies this year, writes @ConorSen (via @bopinion) https://t.co/uANQcKL8I6",2022-02-22 11:54:01+00:00,,1.50E+18
1898,5 found dead in Colorado apartment https://t.co/6TQP4NEuU4 https://t.co/u6jX1hg9Kx,2022-02-22 11:57:07+00:00,,1.50E+18
1899,"Gold falls below $1,900 an ounce as demand for the haven asset stalls ahead of the U.S. and Europe imposing fresh sanctions on Russia https://t.co/IS7U1GVok6 https://t.co/mdIPS5NwCB",2022-02-22 11:58:23+00:00,,1.50E+18
1900,"Russia escalates, oil soars, and Bitcoin’s no haven compared to gold

Here’s what’s moving markets ⬇️ https://t.co/FrJS1rtr1N",2022-02-22 12:01:17+00:00,,1.50E+18
1901,"Celebrate TWOSDAY with us! 🥂

We are giving away 1️⃣0️⃣ tickets to the #PSGvsBordeaux game ⚽, including a pair of VIP tickets! 🎟️
Simply trade USD 100 of any token in the https://t.co/vCNztATkNg App to enter.

⏳ Ends 6 March 2022
📝 Register here 👉 https://t.co/dcSm3yZ7UA https://t.co/41RSjl0FVn",2022-02-22 12:05:00+00:00,,1.50E+18
1902,Dominican Republic starts building border wall with Haiti https://t.co/2QDj9nStdH https://t.co/D1eFVCmqGj,2022-02-22 12:05:04+00:00,,1.50E+18
1903,"European natural gas prices climb after Germany's Scholz halted certification of the Nord Stream 2 gas pipeline in response to Russia's actions in Ukraine
https://t.co/tQba3Oi08n https://t.co/48MKL7yFyg",2022-02-22 12:05:23+00:00,,1.50E+18
1904,"Not a https://t.co/vCNztABJoG App user? Sign Up Now 👉 https://t.co/kBpC0xOBWh 

Details 👉 https://t.co/gTS1cniiKx",2022-02-22 12:05:31+00:00,,1.50E+18
1905,"Amendment to ""Don't Say Gay"" bill in Florida requires schools to out students to their parents within six weeks https://t.co/OF1XazTFx3 https://t.co/o8V6XwEjuZ",2022-02-22 12:09:07+00:00,,1.50E+18
1906,"UN ambassador to US slams Putin's peacekeeping forces as ""nonsense"" https://t.co/CghiRv2Ymm https://t.co/SIzNBkBxgN",2022-02-22 12:13:06+00:00,,1.50E+18
1907,"People's proximity to public transit, not congestion charges, determines whether they drive https://t.co/GsrzyBuuIy via @bopinion",2022-02-22 12:14:02+00:00,,1.50E+18
1908,Arizona state House panel passes bill proposing to make recordings of police illegal https://t.co/GSd87IvLV3 https://t.co/vDmO83voDG,2022-02-22 12:17:06+00:00,,1.50E+18
1909,Twin winter storms coming to central and eastern states https://t.co/EzpgowdUAl https://t.co/mdoIV3780l,2022-02-22 12:21:06+00:00,,1.50E+18
1910,"Sullivan: Russia planning ""extremely violent"" operation to ""crush"" Ukraine https://t.co/UjKI3kvPYy https://t.co/4pPUlNXVVm",2022-02-22 12:25:04+00:00,,1.50E+18
1911,"Fox's Neil Cavuto returns to air, says he was in ICU with COVID-19 https://t.co/VkmR5OrLvR https://t.co/N571KKKO2w",2022-02-22 12:29:04+00:00,,1.50E+18
1912,"We’ve got you covered morning, noon, and night! Be first to sign up for the debut of The Hill’s Evening Report. https://t.co/Nw6Ui7qxkd https://t.co/6jstFL2yKs",2022-02-22 12:30:00+00:00,,1.50E+18
1913,"More than 90 percent of LGBTQ+ likely voters say they are motivated to vote in the midterm elections this November, according to a new poll from GLAAD.
https://t.co/hkkrwtMqPs",2022-02-22 12:30:49+00:00,,1.50E+18
1914,Mexican president calls on US to stop funding groups critical of his administration https://t.co/9QyD56Nipa https://t.co/wAfn51URXL,2022-02-22 12:33:05+00:00,,1.50E+18
1915,"#Bitbase, a cryptocurrency services company, is in talks with government and banking authorities about offering #crypto ATM services in #Venezuela. https://t.co/GVonk43wCb",2022-02-22 12:33:50+00:00,,1.50E+18
1916,"Parents revolted in San Francisco, as they did in Virginia and New Jersey. Unless Democrats change course, the November midterms will be next https://t.co/A5wO6pTJIh via @bopinion",2022-02-22 12:35:46+00:00,,1.50E+18
1917,Three senators endorse Timken in Ohio GOP Senate primary https://t.co/RNvDheI3Aj https://t.co/BR0mevEK8X,2022-02-22 12:37:04+00:00,,1.50E+18
1918,The continued flow of natural gas is the key concern for Germany’s economy as tensions with Russia over Ukraine intensify https://t.co/4grBneWVG2 https://t.co/YP1serJgSh,2022-02-22 12:37:05+00:00,,1.50E+18
1919,RT @BTC_Archive: 💥European Union: We are open to #Bitcoin with regulation,2022-02-22 12:38:17+00:00,,1.50E+18
1920,"DC Metro secures Twitter account after hacker tweets ""obscene posts"" https://t.co/aShcKVvKTK https://t.co/EidQW0zdwy",2022-02-22 12:41:07+00:00,,1.50E+18
1921,"Hong Kong will test its entire 7.4 million population three times, starting in March, deploying a key mainland China strategy in a bid to slow an outbreak that’s pushed resources to the brink https://t.co/S4sbrYaGdH",2022-02-22 12:41:20+00:00,,1.50E+18
1922,"""Plain old racist"": Other kid from NJ mall fight condemns treatment of Black teen https://t.co/iizcXrSmX0 https://t.co/DGvpSMgAdc",2022-02-22 12:45:11+00:00,,1.50E+18
1923,RT @BloombergUK: BREAKING: U.K. Prime Minister Boris Johnson announces sanctions targeting five Russian banks and three wealthy individuals…,2022-02-22 12:48:58+00:00,,1.50E+18
1924,"RT @BloombergUK: Boris Johnson accuses Vladimir Putin of establishing the ""pretext to a full-scale invasion"" of Ukraine, as the U.K. prime…",2022-02-22 12:48:59+00:00,,1.50E+18
1925,Biden speaks with Ukraine's president after Putin recognizes separatist regions https://t.co/iB0RHwiPIJ https://t.co/4Ca90Pcm5h,2022-02-22 12:49:04+00:00,,1.50E+18
1926,"Pompeo, facing Chinese sanctions, to travel to Taiwan https://t.co/z7676X1zM2 https://t.co/1QPtw78K3v",2022-02-22 12:53:03+00:00,,1.50E+18
1927,"More U.K. manufacturers expect to raise their prices than at any time in almost half a century, according to the Confederation of British Industry https://t.co/Qu3BaBmgPK",2022-02-22 12:54:03+00:00,,1.50E+18
1928,We analyzed the winners of every Winter Olympics — and found an exclusive club that keeps winning over and over again https://t.co/DJM9HwDA9N,2022-02-22 12:55:06+00:00,,1.50E+18
1929,Britney Spears lands $15 million book deal: reports https://t.co/w2I6gzww3Z https://t.co/33s19J5pCh,2022-02-22 12:57:03+00:00,,1.50E+18
1930,💥 El Salvador tourism up 30% since #Bitcoin law 💥 https://t.co/6Cgxl9VYKh,2022-02-22 12:57:26+00:00,,1.50E+18
1931,"Wilmar International, one of the world’s biggest food processors, warns that the outlook for soybean crushing will be challenging due to surging prices of the oilseed and poor hog margins in China https://t.co/L1H4csUGF8",2022-02-22 12:58:03+00:00,,1.50E+18
1932,"Human behavior is key to determining our climate future, but most scientific models don't take it into account https://t.co/FAP9Y3qUKQ",2022-02-22 13:00:09+00:00,,1.50E+18
1933,"Here’s a closer look at Donetsk and Luhansk, the separatist areas in Ukraine that Putin has ordered troops to https://t.co/6GewvIZP9n",2022-02-22 13:02:03+00:00,,1.50E+18
1934,JUST IN: Germany moves to halt Russia gas pipeline over Ukraine crisis https://t.co/YpGz1kNZzP https://t.co/3CCuSW6rTL,2022-02-22 13:02:40+00:00,,1.50E+18
1935,"China will be more cautious about extending loans to Latin American countries after difficulties securing repayment suggest it has sometimes fallen into a “creditor trap,” according to author Stephen Kaplan https://t.co/o8bqinwhZt",2022-02-22 13:05:08+00:00,,1.50E+18
1936,"CPAC announces 2022 agenda, speakers https://t.co/KOMSpJUYLW https://t.co/ztabfDgDS8",2022-02-22 13:05:08+00:00,,1.50E+18
1937,"JUST IN: The EU proposes an initial package of sanctions on Russia for its moves in Ukraine, targeting those behind the decision and banks that finance Russian operations in the territories

Latest updates ⬇️ https://t.co/hC8deyDpZe",2022-02-22 13:05:41+00:00,,1.50E+18
1938,"The Fed's own missteps on inflation have made it harder to manage potential fallout from the Russia-Ukraine crisis, says @elerianm https://t.co/pCQ6vEEWOr via @bopinion",2022-02-22 13:06:03+00:00,,1.50E+18
1939,"The Bank of Israel could raise its benchmark interest rate as early as April, Bank of Israel Governor Amir Yaron says, as stronger-than-expected growth and above-target inflation force it to rethink policy https://t.co/hQCKaHMVcw",2022-02-22 13:07:04+00:00,,1.50E+18
1940,"U.S. stocks face an ""energy price shock"" as a result of the Ukraine crisis, JPMorgan strategists say https://t.co/M4yKrAbe2t https://t.co/iVUoc294we",2022-02-22 13:07:50+00:00,,1.50E+18
1941,Bank of England Deputy Governor Dave Ramsden says his vote for a larger interest rate hike earlier this month was “finely balanced” https://t.co/c0Zr0oP6iu,2022-02-22 13:08:06+00:00,,1.50E+18
1942,💥El Salvador's tourism is up by 30% since the #Bitcoin Law! 🙌,2022-02-22 13:08:57+00:00,,1.50E+18
1943,Here's a rundown of your top economic news today https://t.co/c0OiXxtlJS,2022-02-22 13:09:00+00:00,,1.50E+18
1944,A top European Union official said that Russian troops had entered breakaway territories in Ukraine https://t.co/NwIqCUhmho https://t.co/LIsh8i14dS,2022-02-22 13:09:05+00:00,,1.50E+18
1945,RT @BloombergUK: JUST IN: The U.K. will sanction five Russian banks and three high net-worth individuals in response to Russia's actions in…,2022-02-22 13:10:52+00:00,,1.50E+18
1946,BP ends a 30-year partnership with the National Portrait Gallery as relationships between the arts and fossil-fuel companies come under increased scrutiny in the U.K. https://t.co/IYAKpkP6eC,2022-02-22 13:11:01+00:00,,1.50E+18
1947,"""We are committed to the peaceful and diplomatic path, we will follow it and only it,"" Zelensky said in a speech on Monday night.

https://t.co/KQuyiaDa95",2022-02-22 13:13:04+00:00,,1.50E+18
1948,Western leaders decry Putin move as breach of international law https://t.co/qQoFS4Kjt0 https://t.co/QDrRIpy7kQ,2022-02-22 13:17:05+00:00,,1.50E+18
1949,💥BREAKING: Thailand Stock Exchange to allow trading with #Bitcoin and digital asset trading.,2022-02-22 13:19:45+00:00,,1.50E+18
1950,Twin winter storms coming to central and eastern states https://t.co/NMKDEtOqQp https://t.co/68jCdDS9io,2022-02-22 13:21:06+00:00,,1.50E+18
1951,Russia’s chief negotiator says talks to restore Iran’s nuclear deal with world powers are “apparently” about to “cross the finish line” https://t.co/rrUrpqHOhT,2022-02-22 13:21:07+00:00,,1.50E+18
1952,"The U.K.’s farmers union says food supply chains must share the pain of surging production costs, which would further raise grocery prices https://t.co/jCKa1vC9do",2022-02-22 13:21:07+00:00,,1.50E+18
1953,"Turkey, host to the world’s largest refugee population, begins imposing residency quotas in certain areas, in response to anti-immigrant sentiment that’s been rising ahead of national elections next year https://t.co/H3VQEbKQUx",2022-02-22 13:22:05+00:00,,1.50E+18
1954,"@state_duma Russia’s Ministry of Finance has submitted a draft bill on #Bitcoin regulation, weeks after the government approved legislation specifically for cryptocurrencies.

https://t.co/LkJmCZG34o",2022-02-22 13:23:23+00:00,,1.50E+18
1955,IRS allowing taxpayers to opt out of facial recognition technology https://t.co/X370CckEmd https://t.co/RnjrJDyTid,2022-02-22 13:25:06+00:00,,1.50E+18
1956,Western leaders are shying away from saying Vladimir Putin’s move to recognize two self-proclaimed separatist republics in eastern Ukraine amounts to an invasion https://t.co/3t78kINEnq,2022-02-22 13:27:02+00:00,,1.50E+18
1957,Bitcoin t-shirts printed with eco-friendly inks are on sale: https://t.co/u9iqeRSX7C https://t.co/hh6TpqQtRf,2022-02-22 13:27:36+00:00,,1.50E+18
1958,"Bearish sentiment is abound. And yet, #Bitcoin balances at Exchanges are near their lowest levels this year. Disconnect between the hodlers and the short term sellers...",2022-02-22 13:27:41+00:00,,1.50E+18
1959,"RT @AstonMartinF1: Dropping 28.02.2022 14:00 UTC ➡️ We’ve teamed up with @CryptoCom once again to celebrate the launch of the #AMR22.

Own…",2022-02-22 13:28:37+00:00,,1.50E+18
1960,"""He manipulated the website of the firm to show a steady rise in the value of investments while transferring money into his accounts fraudulently."" #crypto #cryptocurrency #ethereum #ether $ETH https://t.co/D0qV84xMAo",2022-02-22 13:31:50+00:00,,1.50E+18
1961,Dominican Republic starts building border wall with Haiti https://t.co/68HOYfB7zt https://t.co/BtWyZnOBVK,2022-02-22 13:33:04+00:00,,1.50E+18
1962,Queen Elizabeth II cancels virtual appointments after positive COVID-19 test https://t.co/o9FXs5OM0X https://t.co/BB4Thp3EfA,2022-02-22 13:37:04+00:00,,1.50E+18
1963,"@udiWertheimer @adam3us Adam makes a pertinent point, but the glee with which some people revel in the suffering of others is utterly distasteful and divorced from any desire to educate people.",2022-02-22 13:39:51+00:00,,1.50E+18
